user_ID,login,added_to_cart,purchased_item,time_stamp
501,login,added_to_cart,purchased_item,2020-10-22 09:39:05
502,login,added_to_cart,purchased_item,2017-03-03 21:25:29
503,login,added_to_cart,,2022-12-12 02:42:45
504,login,,,2022-10-03 10:32:20
505,login,,,2018-10-29 08:38:44
506,login,added_to_cart,purchased_item,2020-06-10 11:40:43
507,login,,,2019-08-07 03:01:23
508,login,added_to_cart,,2020-10-06 06:57:08
509,login,added_to_cart,purchased_item,2018-06-11 03:32:37
510,login,added_to_cart,purchased_item,2018-12-21 05:50:48
511,login,added_to_cart,,2021-02-20 06:27:56
512,login,added_to_cart,,2020-05-26 09:42:25
513,login,,,2021-05-27 14:47:47
514,login,added_to_cart,,2019-04-19 05:43:26
515,login,,,2017-04-07 19:18:25
516,login,added_to_cart,,2018-01-13 09:27:05
517,login,,,2020-03-28 15:03:44
518,login,added_to_cart,,2021-05-25 09:28:37
519,login,added_to_cart,,2020-06-19 15:58:48
520,login,added_to_cart,purchased_item,2019-02-19 00:03:15
521,login,added_to_cart,,2022-11-09 01:01:28
522,login,added_to_cart,,2020-08-20 05:40:02
523,,,,2021-11-06 13:49:58
524,login,,,2019-01-11 12:38:04
525,login,added_to_cart,,2017-07-01 19:51:23
526,login,added_to_cart,purchased_item,2018-10-23 09:10:25
527,,,,2018-08-09 02:21:34
528,login,added_to_cart,,2017-12-23 02:24:06
529,login,added_to_cart,,2020-11-05 07:32:08
530,login,,,2019-10-08 13:55:39
531,login,,,2017-07-26 06:06:56
532,login,added_to_cart,purchased_item,2020-09-27 21:01:21
533,login,,,2020-08-26 23:37:19
534,login,,,2017-01-28 15:44:45
535,login,added_to_cart,,2021-05-14 22:01:23
536,login,,,2020-09-19 04:17:45
537,login,added_to_cart,,2017-10-09 18:44:14
538,login,,,2018-10-03 16:35:15
539,login,added_to_cart,,2022-01-25 11:43:42
540,login,added_to_cart,purchased_item,2020-01-30 11:17:35
541,login,added_to_cart,,2022-01-24 15:11:26
542,login,added_to_cart,,2021-05-19 04:25:35
543,login,added_to_cart,purchased_item,2020-12-21 08:46:17
544,login,added_to_cart,purchased_item,2017-06-08 16:11:19
545,login,added_to_cart,purchased_item,2018-03-23 13:20:51
546,login,,,2018-02-28 16:28:57
547,login,added_to_cart,purchased_item,2017-03-29 23:13:33
548,login,added_to_cart,,2020-07-05 06:27:03
549,login,,,2017-06-19 04:05:32
550,login,added_to_cart,,2017-05-19 02:31:37
551,login,,,2018-11-08 15:07:13
552,login,added_to_cart,purchased_item,2017-08-14 22:46:01
553,login,added_to_cart,,2018-05-20 10:22:50
554,login,,,2021-02-01 10:07:59
555,login,,,2022-06-21 10:14:27
556,login,added_to_cart,purchased_item,2021-01-15 07:44:34
557,login,added_to_cart,purchased_item,2020-01-15 20:54:37
558,login,,,2021-11-05 02:47:37
559,login,added_to_cart,,2022-08-08 04:00:39
560,login,,,2019-02-28 07:33:10
561,login,added_to_cart,,2017-12-21 06:41:19
562,login,added_to_cart,,2022-08-07 03:16:26
563,login,added_to_cart,purchased_item,2021-08-19 21:15:04
564,login,,,2019-01-05 01:36:01
565,login,added_to_cart,,2020-04-25 12:17:32
566,login,added_to_cart,purchased_item,2018-03-19 03:10:04
567,login,,,2018-09-27 14:56:27
568,login,added_to_cart,,2019-10-14 07:31:40
569,login,added_to_cart,purchased_item,2022-09-02 16:03:16
570,login,,,2018-02-08 02:16:14
571,,,,2021-02-14 11:36:24
572,login,added_to_cart,,2018-07-20 20:31:11
573,login,added_to_cart,purchased_item,2022-07-12 02:08:11
574,login,added_to_cart,purchased_item,2021-10-08 01:17:18
575,login,added_to_cart,,2020-02-01 14:50:24
576,login,added_to_cart,,2022-09-26 07:15:36
577,login,,,2020-04-21 17:55:23
578,login,added_to_cart,purchased_item,2019-05-27 15:40:18
579,login,added_to_cart,,2018-02-18 13:41:33
580,login,added_to_cart,purchased_item,2021-01-24 10:02:43
581,login,added_to_cart,,2018-07-11 06:45:10
582,login,added_to_cart,purchased_item,2017-09-09 04:29:49
583,login,,,2018-01-21 22:47:05
584,login,added_to_cart,,2021-12-29 19:14:30
585,login,,,2021-01-29 15:04:22
586,login,added_to_cart,,2022-05-14 12:57:34
587,login,,,2018-05-16 05:58:02
588,login,added_to_cart,purchased_item,2018-01-12 17:15:34
589,login,added_to_cart,purchased_item,2017-11-17 15:01:40
590,login,added_to_cart,,2022-12-29 17:49:58
591,login,,,2017-09-13 16:12:30
592,login,added_to_cart,,2020-11-21 20:32:16
593,login,,,2022-11-17 04:22:26
594,login,added_to_cart,,2017-11-02 23:36:27
595,login,,,2017-07-21 07:32:33
596,login,added_to_cart,purchased_item,2021-08-06 19:37:20
597,login,,,2018-01-04 13:13:38
598,login,added_to_cart,,2020-01-15 19:13:45
599,login,added_to_cart,,2019-02-20 13:15:53
600,login,added_to_cart,purchased_item,2018-07-03 11:46:59
601,login,,,2017-12-09 06:23:38
602,login,added_to_cart,,2019-01-08 19:29:49
603,,,,2017-02-10 01:56:20
604,login,,,2021-07-14 09:07:18
605,login,added_to_cart,purchased_item,2018-08-25 13:55:39
606,,,,2019-03-24 20:14:11
607,login,added_to_cart,,2019-10-13 03:01:34
608,login,,,2019-02-18 20:57:09
609,login,added_to_cart,,2019-11-11 06:43:19
610,,,,2017-12-09 05:06:27
611,login,,,2020-09-23 02:58:10
612,login,added_to_cart,,2022-12-04 13:11:52
613,login,,,2019-11-03 21:55:26
614,login,added_to_cart,,2018-05-27 23:08:17
615,login,,,2023-02-19 02:03:22
616,login,added_to_cart,purchased_item,2019-09-24 05:35:28
617,login,added_to_cart,purchased_item,2019-09-14 17:39:28
618,login,,,2019-05-13 09:00:22
619,login,added_to_cart,,2018-10-17 07:19:58
620,login,added_to_cart,purchased_item,2019-03-06 06:11:12
621,login,added_to_cart,purchased_item,2021-08-25 05:33:46
622,login,added_to_cart,purchased_item,2022-08-19 01:00:56
623,login,added_to_cart,purchased_item,2022-01-22 10:38:52
624,login,added_to_cart,purchased_item,2017-10-09 03:36:07
625,login,added_to_cart,,2022-04-10 02:35:14
626,,,,2021-06-14 12:48:47
627,login,added_to_cart,purchased_item,2021-12-06 15:03:01
628,login,added_to_cart,,2021-04-21 02:03:44
629,login,added_to_cart,,2020-03-21 01:32:46
630,login,added_to_cart,,2018-06-03 00:10:29
631,,,,2019-10-06 03:27:16
632,login,added_to_cart,purchased_item,2019-08-04 08:49:50
633,login,added_to_cart,,2020-01-14 23:44:54
634,login,added_to_cart,purchased_item,2018-03-31 09:24:23
635,login,,,2020-12-10 06:47:21
636,login,added_to_cart,,2022-03-30 08:03:09
637,login,,,2019-05-15 05:51:06
638,,,,2021-04-01 22:03:39
639,login,added_to_cart,purchased_item,2019-10-12 04:07:51
640,,,,2020-02-13 21:02:15
641,login,added_to_cart,,2020-04-27 14:37:28
642,login,added_to_cart,,2017-03-01 18:04:33
643,login,,,2022-12-20 07:14:29
644,login,added_to_cart,,2017-04-07 23:13:08
645,login,added_to_cart,purchased_item,2017-05-27 23:56:46
646,login,,,2019-03-08 19:35:13
647,login,,,2018-08-15 02:39:30
648,login,,,2021-09-07 19:30:25
649,login,added_to_cart,purchased_item,2018-09-04 00:37:15
650,login,added_to_cart,,2022-11-19 16:47:14
651,login,added_to_cart,,2021-08-17 04:27:09
652,login,added_to_cart,purchased_item,2018-11-16 05:29:49
653,login,added_to_cart,,2022-12-12 23:21:44
654,login,,,2022-12-15 10:03:03
655,login,added_to_cart,purchased_item,2021-06-06 12:45:12
656,,,,2022-07-14 09:02:21
657,login,,,2017-09-03 15:09:48
658,login,added_to_cart,purchased_item,2019-06-05 01:43:11
659,login,added_to_cart,,2019-04-15 03:23:38
660,login,,,2020-01-08 09:08:02
661,login,added_to_cart,purchased_item,2021-11-28 06:39:27
662,,,,2020-10-11 17:06:59
663,login,added_to_cart,purchased_item,2017-09-13 05:21:24
664,login,added_to_cart,,2019-05-25 14:21:03
665,login,added_to_cart,,2019-03-25 09:27:03
666,,,,2020-07-14 09:58:37
667,login,added_to_cart,,2020-01-16 15:14:40
668,login,added_to_cart,purchased_item,2020-03-25 14:16:57
669,login,,,2020-05-29 08:00:33
670,login,added_to_cart,purchased_item,2020-12-10 18:38:59
671,login,added_to_cart,purchased_item,2018-09-24 17:13:24
672,login,added_to_cart,purchased_item,2022-02-01 03:55:28
673,login,,,2022-02-26 09:56:07
674,login,,,2019-12-10 22:21:52
675,login,added_to_cart,,2019-06-03 06:54:01
676,login,,,2020-04-26 09:09:21
677,login,added_to_cart,,2019-11-21 01:56:47
678,login,added_to_cart,,2023-02-25 01:57:35
679,login,,,2018-01-20 19:20:46
680,login,added_to_cart,,2019-11-27 21:09:28
681,login,added_to_cart,,2018-11-07 23:37:42
682,login,,,2018-10-06 15:54:52
683,login,added_to_cart,purchased_item,2019-12-26 17:03:53
684,login,added_to_cart,purchased_item,2017-03-17 06:30:46
685,login,added_to_cart,,2017-02-19 11:31:03
686,login,added_to_cart,,2022-07-13 22:04:02
687,login,,,2021-06-03 23:52:28
688,,,,2017-01-28 16:13:22
689,login,added_to_cart,,2022-07-30 08:13:22
690,login,,,2018-07-13 07:36:50
691,login,added_to_cart,,2018-09-21 05:35:18
692,login,,,2020-12-29 01:40:46
693,login,added_to_cart,,2022-09-10 17:02:22
694,,,,2018-12-23 03:40:31
695,,,,2022-06-25 11:33:38
696,login,,,2019-11-07 12:03:08
697,login,added_to_cart,,2018-11-21 06:16:40
698,,,,2023-03-08 12:39:54
699,login,added_to_cart,purchased_item,2022-05-25 00:20:45
700,login,added_to_cart,purchased_item,2019-08-24 02:06:52
701,login,added_to_cart,purchased_item,2020-06-28 06:55:45
702,login,added_to_cart,purchased_item,2022-06-05 19:40:33
703,login,,,2017-01-07 00:32:37
704,login,added_to_cart,purchased_item,2022-02-24 10:51:08
705,login,,,2021-06-02 07:53:11
706,login,,,2022-09-28 15:00:08
707,login,added_to_cart,,2021-02-17 02:43:50
708,,,,2022-05-27 07:05:41
709,login,added_to_cart,,2021-05-10 14:04:28
710,login,,,2019-06-22 06:42:12
711,login,,,2021-04-30 04:29:56
712,login,added_to_cart,,2017-02-08 11:46:34
713,login,added_to_cart,,2017-09-20 23:34:31
714,login,added_to_cart,purchased_item,2022-05-03 06:35:38
715,,,,2020-02-11 04:18:54
716,login,,,2021-09-14 13:14:54
717,login,added_to_cart,purchased_item,2020-02-06 05:35:53
718,login,,,2019-07-10 11:18:17
719,login,,,2017-01-27 08:08:24
720,login,,,2021-03-31 01:09:09
721,login,,,2018-03-25 13:41:34
722,login,,,2017-04-26 22:28:24
723,,,,2022-06-18 06:53:59
724,login,added_to_cart,purchased_item,2021-01-14 08:03:15
725,login,added_to_cart,,2020-09-16 16:11:03
726,,,,2018-06-27 04:28:45
727,login,added_to_cart,purchased_item,2018-10-27 00:28:44
728,login,added_to_cart,,2018-09-26 15:32:11
729,login,added_to_cart,,2022-07-05 21:47:53
730,,,,2019-06-30 00:58:54
731,login,added_to_cart,,2021-10-03 23:01:59
732,login,added_to_cart,purchased_item,2019-03-18 05:14:56
733,login,,,2021-05-17 03:54:34
734,login,added_to_cart,purchased_item,2018-11-25 11:56:12
735,login,added_to_cart,,2022-11-13 17:52:50
736,login,added_to_cart,,2021-09-21 16:15:10
737,login,added_to_cart,purchased_item,2017-06-26 11:59:42
738,login,,,2020-08-22 19:55:01
739,login,added_to_cart,purchased_item,2020-07-04 12:25:21
740,login,added_to_cart,,2020-10-06 11:45:48
741,,,,2020-06-26 08:16:26
742,login,added_to_cart,,2021-11-05 03:33:55
743,login,added_to_cart,purchased_item,2017-01-19 23:02:32
744,login,,,2020-05-21 07:58:33
745,login,added_to_cart,purchased_item,2019-03-15 15:03:50
746,login,added_to_cart,purchased_item,2017-10-06 08:04:03
747,login,added_to_cart,purchased_item,2019-12-23 12:56:44
748,login,added_to_cart,,2023-01-07 05:04:21
749,login,,,2021-04-10 22:32:37
750,login,added_to_cart,,2017-05-31 04:08:48
751,login,added_to_cart,,2020-05-21 09:42:24
752,login,added_to_cart,,2019-09-06 20:12:58
753,login,,,2017-06-14 01:00:58
754,login,added_to_cart,purchased_item,2020-03-09 01:27:43
755,login,added_to_cart,,2017-07-26 00:56:00
756,login,,,2023-03-03 09:37:32
757,login,added_to_cart,,2021-05-01 07:20:16
758,login,added_to_cart,purchased_item,2019-05-18 20:50:01
759,,,,2020-05-28 19:54:20
760,login,added_to_cart,purchased_item,2021-12-16 06:39:54
761,login,,,2018-06-09 19:05:59
762,,,,2022-11-19 02:51:58
763,,,,2020-06-18 20:33:22
764,login,added_to_cart,purchased_item,2022-07-19 09:17:32
765,login,,,2021-08-25 19:41:04
766,login,added_to_cart,,2023-03-07 23:22:21
767,login,,,2018-08-17 06:34:26
768,,,,2021-01-13 01:10:27
769,login,added_to_cart,purchased_item,2017-08-02 07:00:03
770,login,added_to_cart,purchased_item,2020-04-14 19:38:17
771,login,added_to_cart,,2017-09-23 06:41:58
772,login,added_to_cart,,2017-03-29 11:54:26
773,login,added_to_cart,purchased_item,2020-03-23 03:41:44
774,login,added_to_cart,purchased_item,2020-10-23 14:06:04
775,,,,2019-08-24 01:22:46
776,login,,,2021-07-03 11:51:57
777,login,added_to_cart,purchased_item,2019-05-16 13:16:45
778,login,added_to_cart,,2020-02-15 12:58:25
779,login,added_to_cart,purchased_item,2020-07-21 19:02:34
780,login,added_to_cart,purchased_item,2020-07-01 04:01:03
781,login,,,2020-08-14 18:16:14
782,login,added_to_cart,,2020-01-31 12:16:38
783,login,added_to_cart,purchased_item,2020-08-13 03:54:19
784,login,,,2023-01-08 06:22:07
785,login,added_to_cart,,2021-10-20 02:12:53
786,login,added_to_cart,purchased_item,2018-08-05 05:22:33
787,login,added_to_cart,purchased_item,2017-12-25 02:01:13
788,login,,,2019-12-23 05:29:28
789,login,added_to_cart,purchased_item,2022-03-03 11:46:16
790,,,,2018-12-30 18:41:06
791,login,added_to_cart,purchased_item,2022-11-21 12:10:30
792,login,,,2018-07-15 05:39:38
793,login,added_to_cart,purchased_item,2023-01-30 10:12:54
794,login,added_to_cart,,2020-11-21 05:35:48
795,login,,,2022-11-09 05:08:34
796,login,added_to_cart,purchased_item,2020-07-21 17:23:53
797,login,added_to_cart,,2020-06-06 04:13:56
798,login,added_to_cart,purchased_item,2022-08-07 09:36:20
799,,,,2018-06-21 09:54:38
800,,,,2018-09-30 21:11:46
801,login,added_to_cart,,2018-02-27 20:38:15
802,login,added_to_cart,,2020-12-22 04:06:42
803,login,added_to_cart,purchased_item,2021-02-08 05:04:24
804,login,added_to_cart,purchased_item,2020-03-18 11:52:28
805,login,added_to_cart,purchased_item,2018-06-12 12:49:56
806,login,added_to_cart,,2019-05-30 21:06:51
807,login,,,2020-07-06 18:52:10
808,login,,,2021-06-03 08:13:04
809,,,,2022-07-25 16:01:11
810,login,added_to_cart,purchased_item,2021-08-17 10:52:24
811,login,added_to_cart,,2021-10-24 07:24:07
812,,,,2021-10-17 21:37:16
813,,,,2018-08-29 23:03:05
814,login,,,2019-12-21 02:45:57
815,login,,,2019-04-30 18:14:42
816,login,added_to_cart,,2020-04-09 18:08:32
817,login,added_to_cart,,2018-02-20 10:49:57
818,login,added_to_cart,,2019-03-03 08:14:16
819,login,added_to_cart,purchased_item,2018-03-24 09:44:37
820,login,added_to_cart,,2018-08-25 11:09:27
821,login,,,2017-03-12 07:07:34
822,login,,,2022-06-29 22:42:44
823,login,added_to_cart,purchased_item,2019-06-29 11:35:01
824,login,,,2018-09-14 16:28:38
825,login,added_to_cart,purchased_item,2017-07-10 00:01:43
826,login,added_to_cart,purchased_item,2020-08-06 05:31:37
827,login,added_to_cart,purchased_item,2019-03-23 19:57:00
828,login,,,2019-03-21 09:50:11
829,login,,,2019-10-15 00:10:21
830,login,added_to_cart,purchased_item,2018-12-03 22:37:21
831,login,added_to_cart,purchased_item,2018-05-12 21:55:12
832,login,,,2020-04-18 16:10:48
833,login,,,2020-08-19 23:16:33
834,login,added_to_cart,,2017-09-11 15:26:49
835,login,added_to_cart,purchased_item,2022-07-15 07:05:40
836,login,added_to_cart,,2017-07-10 05:50:09
837,login,,,2019-12-17 08:43:27
838,login,,,2021-03-25 22:35:11
839,login,added_to_cart,,2021-04-25 02:59:41
840,login,,,2019-11-08 11:37:58
841,login,added_to_cart,purchased_item,2017-08-14 03:36:14
842,login,added_to_cart,,2022-08-14 03:04:43
843,login,added_to_cart,,2022-07-01 11:26:49
844,login,added_to_cart,,2018-12-21 11:22:37
845,login,added_to_cart,purchased_item,2023-03-19 00:49:50
846,,,,2017-07-13 08:32:31
847,login,added_to_cart,,2017-12-30 03:21:20
848,login,added_to_cart,purchased_item,2017-10-01 01:07:51
849,login,added_to_cart,purchased_item,2017-09-23 18:11:27
850,login,added_to_cart,purchased_item,2017-11-08 19:31:07
851,login,added_to_cart,,2023-03-06 16:50:51
852,login,added_to_cart,,2020-04-23 06:13:13
853,login,added_to_cart,,2018-09-28 01:36:49
854,login,added_to_cart,,2022-08-06 02:21:02
855,login,,,2021-06-07 15:17:13
856,login,added_to_cart,purchased_item,2018-10-18 08:38:30
857,login,,,2021-06-19 11:27:34
858,login,,,2021-07-24 21:31:21
859,login,added_to_cart,purchased_item,2019-06-16 15:33:59
860,login,added_to_cart,purchased_item,2020-03-15 05:33:23
861,login,,,2023-01-07 12:39:13
862,login,added_to_cart,,2021-02-25 16:28:14
863,login,,,2023-02-17 12:49:52
864,login,added_to_cart,purchased_item,2023-01-19 22:40:55
865,login,added_to_cart,purchased_item,2019-09-16 19:24:06
866,login,added_to_cart,purchased_item,2017-12-28 23:35:23
867,login,added_to_cart,,2021-11-13 07:14:56
868,login,,,2017-09-24 06:36:22
869,,,,2022-04-08 06:08:19
870,,,,2018-04-17 12:47:24
871,login,added_to_cart,purchased_item,2022-12-14 10:06:35
872,login,added_to_cart,,2021-07-12 07:31:13
873,login,added_to_cart,,2023-03-14 04:42:29
874,login,added_to_cart,purchased_item,2021-09-27 21:56:53
875,login,,,2019-01-12 22:35:19
876,login,added_to_cart,,2019-02-15 04:03:51
877,login,added_to_cart,purchased_item,2021-02-02 02:06:08
878,login,,,2021-08-06 17:23:11
879,login,added_to_cart,,2021-04-10 19:00:22
880,login,added_to_cart,purchased_item,2021-10-14 20:44:54
881,login,added_to_cart,purchased_item,2020-03-04 18:00:29
882,login,added_to_cart,purchased_item,2020-11-30 07:53:47
883,login,added_to_cart,,2021-03-31 14:44:50
884,login,added_to_cart,,2022-12-24 16:36:49
885,login,,,2023-03-07 05:54:03
886,login,added_to_cart,,2022-10-16 06:43:26
887,login,,,2017-07-14 03:19:19
888,login,added_to_cart,,2020-03-19 17:00:31
889,,,,2019-11-16 05:59:23
890,login,added_to_cart,,2018-05-31 19:30:09
891,login,added_to_cart,,2018-02-22 00:40:29
892,login,added_to_cart,purchased_item,2023-01-20 10:55:46
893,login,,,2023-02-23 03:58:02
894,login,added_to_cart,,2021-12-05 05:44:12
895,login,added_to_cart,,2022-12-27 23:05:59
896,login,added_to_cart,,2018-02-01 02:00:47
897,login,added_to_cart,purchased_item,2022-06-02 00:39:06
898,,,,2021-11-27 21:34:41
899,login,added_to_cart,,2017-09-09 19:31:55
900,login,added_to_cart,purchased_item,2023-02-18 04:58:14
901,login,,,2018-06-13 02:01:58
902,login,added_to_cart,purchased_item,2022-04-17 20:43:42
903,login,added_to_cart,,2021-02-09 05:03:36
904,login,added_to_cart,purchased_item,2018-03-11 14:03:03
905,login,added_to_cart,,2017-10-12 05:38:13
906,login,added_to_cart,,2019-09-23 00:33:15
907,login,added_to_cart,purchased_item,2020-11-30 14:22:44
908,login,added_to_cart,,2021-07-26 11:10:31
909,login,,,2021-11-19 14:28:13
910,login,added_to_cart,,2022-06-05 08:47:36
911,login,added_to_cart,purchased_item,2017-05-25 17:50:11
912,login,added_to_cart,,2018-03-31 04:37:13
913,login,added_to_cart,purchased_item,2022-06-01 11:36:30
914,,,,2020-02-20 10:39:12
915,login,added_to_cart,purchased_item,2017-06-12 18:19:16
916,login,added_to_cart,,2021-09-04 03:57:36
917,login,added_to_cart,purchased_item,2022-12-14 10:54:58
918,,,,2019-05-08 18:11:03
919,login,added_to_cart,purchased_item,2017-06-23 10:14:02
920,login,added_to_cart,purchased_item,2017-06-01 20:03:42
921,login,added_to_cart,purchased_item,2021-08-10 08:17:38
922,login,,,2018-11-28 13:49:30
923,login,,,2019-08-19 10:33:58
924,login,,,2018-04-21 15:48:10
925,login,added_to_cart,,2021-07-28 07:59:53
926,login,added_to_cart,purchased_item,2022-07-08 02:01:52
927,login,,,2020-08-14 01:46:25
928,login,added_to_cart,,2018-05-24 21:49:21
929,login,added_to_cart,purchased_item,2020-10-25 07:15:33
930,login,added_to_cart,,2017-04-25 13:46:23
931,login,added_to_cart,purchased_item,2019-01-08 20:35:11
932,login,,,2018-02-17 13:19:22
933,login,added_to_cart,,2019-02-02 19:33:11
934,login,added_to_cart,,2018-12-13 13:06:41
935,login,added_to_cart,purchased_item,2020-01-05 16:50:00
936,login,added_to_cart,,2017-12-26 07:08:07
937,login,added_to_cart,,2022-10-04 00:05:51
938,login,added_to_cart,purchased_item,2023-02-16 18:11:46
939,login,,,2022-01-18 11:46:31
940,login,,,2022-02-03 01:10:04
941,login,added_to_cart,purchased_item,2018-02-16 18:04:53
942,login,,,2019-05-10 07:50:47
943,login,added_to_cart,purchased_item,2019-05-04 06:30:18
944,login,added_to_cart,,2021-09-26 23:39:24
945,login,,,2018-06-13 09:56:00
946,login,added_to_cart,purchased_item,2021-01-19 04:27:55
947,login,added_to_cart,purchased_item,2017-10-31 13:31:56
948,,,,2022-03-08 16:05:08
949,login,,,2021-12-24 07:44:36
950,login,added_to_cart,,2023-02-12 14:42:27
951,login,added_to_cart,purchased_item,2018-08-26 22:35:44
952,login,,,2018-09-02 13:28:54
953,login,added_to_cart,,2017-02-14 21:46:21
954,login,added_to_cart,,2022-02-02 05:59:26
955,login,added_to_cart,purchased_item,2022-04-09 11:21:31
956,login,added_to_cart,,2018-08-20 01:22:12
957,login,added_to_cart,purchased_item,2023-01-22 23:36:19
958,login,,,2020-07-23 22:02:49
959,login,,,2019-04-11 19:45:18
960,login,,,2018-08-22 05:16:45
961,login,added_to_cart,,2023-03-23 02:50:41
962,login,added_to_cart,purchased_item,2020-04-25 14:02:34
963,login,added_to_cart,purchased_item,2018-05-20 02:09:35
964,login,added_to_cart,purchased_item,2022-03-08 12:14:50
965,login,added_to_cart,purchased_item,2023-02-22 22:23:05
966,login,added_to_cart,,2019-11-05 15:45:18
967,login,added_to_cart,,2018-03-02 12:22:08
968,login,,,2020-03-29 05:07:05
969,login,added_to_cart,purchased_item,2022-10-20 18:44:20
970,,,,2022-08-17 13:21:18
971,login,added_to_cart,,2020-07-24 09:38:33
972,login,added_to_cart,purchased_item,2022-02-24 00:14:09
973,,,,2022-10-13 08:50:37
974,login,added_to_cart,purchased_item,2022-09-10 11:54:13
975,login,added_to_cart,,2019-03-11 18:43:49
976,login,added_to_cart,,2022-07-06 18:25:56
977,login,added_to_cart,,2018-10-23 13:36:15
978,,,,2020-01-03 09:01:32
979,login,added_to_cart,purchased_item,2022-05-23 09:07:08
980,login,added_to_cart,purchased_item,2021-10-25 09:10:27
981,login,added_to_cart,,2021-09-05 07:21:10
982,login,added_to_cart,purchased_item,2022-05-12 15:01:26
983,login,added_to_cart,,2020-08-05 12:58:25
984,login,added_to_cart,,2017-08-13 23:33:40
985,login,added_to_cart,purchased_item,2022-04-29 20:54:12
986,login,added_to_cart,purchased_item,2021-08-16 14:28:41
987,login,added_to_cart,,2021-05-16 03:27:52
988,login,added_to_cart,,2018-04-12 05:20:12
989,login,,,2020-11-17 02:36:10
990,,,,2019-07-02 02:29:57
991,login,,,2022-09-30 08:17:44
992,login,added_to_cart,,2017-05-15 13:30:30
993,login,added_to_cart,,2021-05-02 06:57:02
994,login,added_to_cart,purchased_item,2022-08-31 17:26:03
995,login,added_to_cart,,2019-09-05 09:10:25
996,login,added_to_cart,purchased_item,2022-06-22 04:24:46
997,login,added_to_cart,,2019-12-30 17:41:15
998,,,,2018-09-29 21:09:12
999,login,added_to_cart,purchased_item,2022-10-14 08:40:47
1000,login,added_to_cart,purchased_item,2018-06-07 13:22:24
